Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission Grade Category,Previous Qualification Category,1st_sem_grade_cat,2nd_sem_grade_cat
110,Single,1,1,9238,1,1,142.0,Portuguese,37,37,6,7,136.1,1,,0,1,Female,No Scholarship,18,0,0,6,8,6,13.85714286,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
111,Single,17,2,9147,1,1,123.0,Portuguese,1,38,4,7,115.3,1,,0,1,Female,Scholarship,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Medium,Medium
112,Single,1,1,9085,1,1,131.0,Portuguese,19,19,9,9,139.8,1,,0,1,Female,No Scholarship,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
113,Single,1,3,9773,1,1,158.0,Portuguese,1,38,4,7,157.0,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
114,Single,17,2,9500,1,1,122.0,Portuguese,37,37,9,9,131.0,1,,0,1,Female,No Scholarship,18,0,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout,High,Middle,Medium,Medium
115,Single,43,1,9500,1,1,130.0,Portuguese,38,38,9,5,100.0,0,,0,1,Female,No Scholarship,20,0,0,7,11,6,11.61666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,Middle,High,Medium,Medium
116,Single,17,1,9238,1,1,154.0,Portuguese,19,37,9,7,140.4,1,,0,1,Female,Scholarship,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,High,High,Low,Medium
117,Single,17,1,9147,1,1,120.0,Portuguese,19,19,3,3,113.4,0,,0,1,Female,No Scholarship,20,0,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,Enrolled,Middle,Middle,Medium,Medium
118,Single,1,2,9085,1,1,140.0,Portuguese,37,38,9,7,137.0,0,,0,1,Female,No Scholarship,18,0,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
119,Single,1,1,9147,1,1,127.0,Portuguese,2,19,4,5,121.8,0,,0,1,Female,No Scholarship,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,Middle,High,Medium,Medium
120,Single,17,1,9254,1,1,133.1,Portuguese,1,1,4,5,131.0,1,,0,1,Female,No Scholarship,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,High,High,Medium,Medium
121,Single,1,2,9147,1,1,120.0,Portuguese,19,19,9,7,118.6,1,,0,1,Female,No Scholarship,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,Middle,Middle,Medium,Medium
122,Single,1,1,171,1,1,137.0,Portuguese,3,19,2,9,122.3,0,,0,1,Female,No Scholarship,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Low
123,Single,1,1,9670,1,1,131.0,Portuguese,38,38,9,9,127.9,0,,0,1,Female,Scholarship,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
124,Single,1,1,9085,1,1,130.0,Portuguese,19,38,4,7,121.3,1,,0,1,Female,No Scholarship,19,0,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
125,Single,17,6,9556,1,1,122.0,Portuguese,1,1,4,5,117.1,1,,0,1,Female,No Scholarship,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Middle,Middle,Medium,Low
126,Single,44,1,9085,1,39,160.0,Portuguese,37,37,9,9,160.0,1,,0,1,Female,No Scholarship,20,0,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
127,Single,1,1,9853,1,1,146.0,Portuguese,19,38,9,3,145.3,1,,0,1,Female,Scholarship,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,High,High,Medium,Medium
128,Single,17,3,9238,1,1,131.0,Portuguese,1,39,5,3,122.6,1,,0,1,Female,No Scholarship,18,0,0,6,7,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
129,Single,17,6,9500,1,1,132.0,Portuguese,1,37,8,9,128.0,1,,0,1,Female,No Scholarship,19,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,Graduate,High,High,Medium,High
130,Single,1,3,9500,1,1,138.0,Portuguese,19,19,5,8,124.9,1,,0,1,Female,Scholarship,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,Dropout,Middle,High,Medium,Medium
131,Single,17,2,9070,1,1,130.0,Portuguese,37,37,9,9,123.7,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
132,Single,1,4,9147,1,1,126.0,Portuguese,1,19,4,8,120.1,1,,0,1,Female,No Scholarship,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
133,Single,17,6,9500,1,1,148.0,Portuguese,1,19,3,3,131.7,1,,0,1,Female,No Scholarship,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,High,High,Medium,Low
134,Single,43,1,9238,1,1,130.0,Portuguese,38,37,9,7,133.2,0,,0,1,Female,No Scholarship,20,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
135,Single,1,1,9670,1,1,117.0,Portuguese,1,38,3,9,109.3,0,,1,0,Female,Scholarship,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,Middle,Middle,Medium,Medium
136,Single,17,1,9670,1,1,120.0,Portuguese,19,19,5,5,113.0,1,,0,1,Female,No Scholarship,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,Middle,Middle,Medium,Medium
137,Single,1,1,9773,1,1,153.0,Portuguese,1,1,141,175,157.9,0,,1,1,Female,Scholarship,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate,High,High,Medium,Medium
138,Single,1,2,9500,1,1,117.0,Portuguese,19,1,4,7,112.1,0,,0,1,Female,Scholarship,20,0,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
139,Single,18,1,9500,1,1,178.0,Portuguese,19,1,4,8,174.7,0,,0,1,Female,No Scholarship,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate,High,High,High,High
140,Single,1,5,9500,1,1,129.0,Portuguese,37,37,9,9,128.8,1,,0,1,Female,No Scholarship,19,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
141,Single,1,6,9773,1,1,116.0,Portuguese,19,1,4,4,110.1,1,,0,1,Female,Scholarship,19,0,0,6,8,6,12.66666667,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
142,Single,51,1,9147,1,1,99.0,Portuguese,3,1,3,3,99.7,1,,1,0,Female,No Scholarship,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Low,Low
143,Single,1,3,9238,1,1,135.0,Portuguese,1,12,9,10,121.0,1,,0,1,Female,Scholarship,19,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
144,Single,1,3,9500,1,1,141.0,Portuguese,19,19,9,7,131.7,1,,0,1,Female,Scholarship,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
145,Single,17,5,9853,1,1,132.0,Portuguese,37,38,5,6,119.1,1,,0,1,Female,Scholarship,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate,Middle,High,Medium,Medium
146,Single,1,4,9254,1,1,132.0,Portuguese,12,19,9,9,124.7,1,,0,1,Female,No Scholarship,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
147,Single,17,1,9254,1,1,113.0,Portuguese,1,37,9,10,117.2,1,,0,1,Female,No Scholarship,20,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Medium
148,Single,1,1,9147,1,1,134.0,Portuguese,3,19,2,10,128.8,0,,0,1,Female,No Scholarship,18,0,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
149,Single,1,1,9500,1,1,136.0,Portuguese,1,19,9,9,131.5,0,,0,1,Female,Scholarship,20,0,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
150,Single,1,1,171,1,1,136.0,Portuguese,3,37,2,8,121.7,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Low,Low
151,Single,1,1,9085,1,1,129.0,Portuguese,1,38,4,7,123.4,0,,0,1,Female,No Scholarship,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
152,Single,17,1,9853,1,1,138.0,Portuguese,38,38,7,6,124.7,1,,0,1,Female,No Scholarship,18,0,0,6,11,3,12.33333333,0,0,6,10,5,10.83333333,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Medium,Medium
153,Single,1,1,9853,1,1,137.0,Portuguese,37,37,9,9,132.8,1,,0,1,Female,No Scholarship,18,0,0,6,7,6,13.33333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
154,Single,43,1,9853,1,1,115.0,Portuguese,3,37,2,5,108.7,1,,0,1,Female,No Scholarship,21,0,0,6,10,3,12.66666667,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout,Middle,Middle,Medium,Low
155,Single,1,1,9853,1,1,129.0,Portuguese,38,37,6,6,138.1,0,,0,1,Female,No Scholarship,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,High,High,Medium,Medium
156,Single,1,1,9147,1,1,131.0,Portuguese,38,38,9,9,126.5,0,,0,1,Female,Scholarship,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
157,Single,17,2,9238,1,1,133.0,Portuguese,1,37,7,9,127.4,1,,0,1,Female,Scholarship,18,0,0,6,8,6,12.25,0,0,6,7,6,11.85714286,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
158,Single,1,3,9238,1,1,125.0,Portuguese,19,1,9,10,123.6,1,,0,1,Female,No Scholarship,20,0,0,6,10,4,11.0,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,Graduate,Middle,Middle,Medium,Medium
159,Single,39,1,8014,0,1,120.0,Portuguese,1,19,6,8,122.0,0,,0,1,Female,Scholarship,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate,Middle,Middle,Medium,Medium
160,Single,1,1,9670,1,1,128.0,Portuguese,19,1,4,1,118.2,0,,0,1,Female,No Scholarship,19,0,0,6,6,6,13.16666667,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
161,Single,1,1,9500,1,1,127.0,Portuguese,19,37,9,7,123.9,1,,0,1,Female,Scholarship,18,0,0,7,9,7,12.85555556,0,0,8,12,7,12.76111111,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
162,Single,1,2,9500,1,1,134.0,Portuguese,19,19,9,9,125.8,1,,0,1,Female,No Scholarship,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,High,High,Medium,High
163,Single,17,5,9853,1,1,132.0,Portuguese,12,12,4,4,123.3,1,,0,1,Female,No Scholarship,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
164,Single,17,2,9670,1,1,124.0,Portuguese,1,19,5,4,124.4,0,,0,1,Female,No Scholarship,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,Middle,Middle,Medium,Medium
165,Single,17,1,9773,1,1,133.1,Portuguese,19,37,7,7,126.0,0,,0,1,Female,Scholarship,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
166,Widower,39,1,9003,1,1,170.0,Portuguese,1,37,6,6,170.0,0,,1,1,Female,No Scholarship,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,High,High,Low,Low
167,Single,17,3,9238,1,1,125.0,Portuguese,19,19,7,8,121.5,0,,0,1,Female,No Scholarship,19,0,0,6,10,5,11.66666667,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
168,Single,39,1,9500,1,3,130.0,Portuguese,2,2,1,1,130.0,0,,0,1,Female,No Scholarship,29,0,1,8,8,7,14.25714286,0,1,8,8,7,14.25714286,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
169,Single,43,1,9238,1,1,125.0,Portuguese,19,19,4,8,117.0,1,,0,1,Female,No Scholarship,21,0,0,6,13,3,12.0,0,0,6,12,2,11.33333333,0,16.2,0.3,-0.92,Dropout,Middle,Middle,Medium,Medium
170,Single,39,1,9085,1,1,130.0,Portuguese,37,19,9,7,130.0,1,,0,1,Female,No Scholarship,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled,High,High,Medium,Medium
171,Single,17,2,9556,1,1,133.1,Portuguese,37,37,3,10,108.0,0,,0,1,Female,No Scholarship,20,0,0,7,8,7,12.45714286,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
172,Single,17,1,9500,1,1,131.0,Portuguese,2,38,4,5,132.3,1,,0,1,Female,No Scholarship,19,0,0,7,7,6,11.68333333,0,0,7,7,6,11.68333333,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
173,Single,42,1,8014,0,1,150.0,Portuguese,19,2,4,6,148.0,0,,0,1,Female,No Scholarship,26,0,0,6,10,3,11.66666667,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
174,Single,17,2,9254,1,1,125.0,Portuguese,37,37,9,8,122.6,1,,1,0,Female,No Scholarship,20,0,0,6,8,4,11.75,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,Dropout,Middle,Middle,Medium,Medium
175,Single,1,1,9670,1,1,131.0,Portuguese,37,37,9,9,123.0,1,,0,1,Female,Scholarship,18,0,0,5,6,3,11.66666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled,Middle,High,Medium,Medium
176,Single,39,1,9853,1,1,130.0,Portuguese,37,19,9,5,102.5,0,,0,1,Female,No Scholarship,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
177,Single,1,2,9500,1,1,123.0,Portuguese,34,34,90,90,113.3,1,,0,1,Female,No Scholarship,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Medium
178,Single,1,5,9853,1,1,141.0,Portuguese,37,19,9,5,133.0,1,,0,1,Female,No Scholarship,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,High,High,Medium,Medium
179,Single,7,1,9500,1,3,140.0,Portuguese,1,1,9,5,140.0,0,,0,1,Female,No Scholarship,33,0,2,7,8,6,14.35,0,3,8,10,6,14.58333333,0,16.2,0.3,-0.92,Dropout,High,High,Medium,Medium
180,Single,43,1,9853,1,1,140.0,Portuguese,3,1,3,3,128.3,1,,0,1,Female,No Scholarship,35,0,19,21,21,21,12.61904762,0,13,19,19,19,12.78947368,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
181,Single,44,1,9991,0,39,140.0,Portuguese,37,19,9,8,140.0,0,,0,1,Female,Scholarship,26,0,2,6,7,6,12.66666667,0,2,6,7,6,13.16666667,1,9.4,-0.8,-3.12,Enrolled,High,High,Medium,Medium
182,Single,39,1,9773,1,19,133.1,Portuguese,19,19,3,4,104.0,0,,1,0,Female,No Scholarship,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Middle,High,Medium,Low
183,Single,18,3,9070,1,1,131.0,Portuguese,1,37,5,5,122.3,1,,0,0,Female,No Scholarship,19,0,0,6,6,6,12.16666667,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Middle,High,Medium,Low
184,Single,17,2,9254,1,1,143.0,Portuguese,1,19,4,6,135.0,0,,0,1,Female,No Scholarship,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,High,High,Low,Low
185,Single,18,2,9147,1,1,132.0,Portuguese,3,3,5,7,119.1,1,,1,0,Female,No Scholarship,20,0,0,5,9,3,10.0,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Medium
186,Single,43,1,9238,1,1,143.0,Portuguese,1,37,5,9,126.6,0,,1,0,Female,No Scholarship,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled,High,High,Medium,Low
187,Single,17,3,9500,1,1,141.0,Portuguese,38,1,9,4,129.0,1,,0,1,Female,Scholarship,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
188,Single,39,1,9085,1,1,133.1,Portuguese,1,19,9,9,162.3,1,,0,1,Female,No Scholarship,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,High,High,Medium,Low
189,Single,17,4,9070,1,1,148.0,Portuguese,1,3,4,1,163.4,1,,0,1,Female,No Scholarship,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
190,Single,1,1,9254,1,1,125.0,Portuguese,19,38,9,8,121.5,0,,0,1,Female,Scholarship,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
191,Single,1,1,8014,0,1,120.0,Portuguese,1,37,7,3,122.8,0,,0,1,Female,No Scholarship,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled,Middle,Middle,Low,Low
192,Single,39,1,9147,1,1,140.0,Portuguese,12,3,4,3,118.0,1,,0,1,Female,No Scholarship,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
193,Single,51,1,9853,1,1,139.0,Portuguese,1,1,4,10,134.0,0,,0,1,Female,No Scholarship,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,High,High,Low,Low
194,Single,1,4,9500,1,1,142.0,Portuguese,38,38,9,8,129.8,1,,0,1,Female,No Scholarship,18,0,0,8,8,7,12.24285714,0,0,8,8,7,12.24285714,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
195,Single,39,1,9991,0,40,130.0,Portuguese,19,1,3,4,152.0,1,,0,1,Female,No Scholarship,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,High,High,Low,Low
196,Single,18,6,9500,1,1,126.0,Portuguese,37,37,5,5,122.8,1,,0,1,Female,No Scholarship,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate,Middle,High,Medium,Medium
197,Single,7,1,9119,1,3,150.0,Portuguese,3,2,2,2,150.0,0,,0,1,Female,No Scholarship,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,High,High,Low,Low
198,Single,1,1,9853,1,1,130.0,Portuguese,19,19,3,8,131.8,0,,0,1,Female,No Scholarship,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
199,Single,39,1,9500,1,1,120.0,Portuguese,1,3,175,121,105.9,0,,0,1,Female,No Scholarship,35,0,0,3,4,3,11.81666667,0,0,3,3,3,11.33333333,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
200,Single,1,1,9085,1,1,138.0,Portuguese,1,1,4,7,132.1,1,,0,1,Female,No Scholarship,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
201,Single,1,4,9238,1,1,127.0,Portuguese,19,19,4,0,127.4,1,,0,1,Female,No Scholarship,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
202,Single,1,4,9500,1,1,140.0,Portuguese,19,19,7,7,129.5,1,,0,1,Female,No Scholarship,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
203,Single,44,1,9238,1,39,130.0,Portuguese,38,38,5,10,126.7,0,,1,1,Female,No Scholarship,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
204,Single,17,2,9238,1,1,128.0,Portuguese,19,37,9,8,116.5,0,,0,1,Female,Scholarship,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate,Middle,High,Medium,Medium
205,Single,1,1,9238,1,1,132.0,Portuguese,34,34,0,0,119.1,1,,0,1,Female,No Scholarship,18,0,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
206,Single,1,2,9500,1,1,149.0,Portuguese,19,38,9,9,126.5,1,,0,1,Female,No Scholarship,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
207,Single,1,4,9773,1,1,155.0,Portuguese,3,19,1,4,149.8,1,,0,1,Female,Scholarship,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
208,Single,1,1,9085,1,1,120.0,Portuguese,19,1,8,7,115.1,1,,0,1,Female,No Scholarship,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
209,Single,39,1,9254,1,19,133.1,Portuguese,3,19,2,3,124.5,0,,0,1,Female,Scholarship,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout,Middle,High,Medium,Medium
210,Single,1,2,9500,1,1,131.0,Portuguese,38,1,7,4,128.3,1,,0,1,Female,Scholarship,18,0,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
211,Single,1,1,9500,1,1,149.0,Portuguese,37,37,9,9,136.0,0,,0,1,Female,Scholarship,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
212,Single,43,1,9130,1,1,140.0,Portuguese,1,3,9,2,140.0,1,,0,1,Female,Scholarship,20,0,0,6,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79,Graduate,High,High,High,High
213,Single,39,1,9991,0,1,133.1,Portuguese,37,37,9,9,126.3,0,,0,1,Female,Scholarship,26,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,High,High,Low,Low
214,Single,43,1,9773,1,1,122.0,Portuguese,1,1,4,5,126.9,0,,0,1,Female,No Scholarship,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate,High,Middle,Medium,Medium
215,Single,39,1,9556,1,40,130.0,Portuguese,1,1,4,5,145.0,0,,0,1,Female,No Scholarship,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled,High,High,Medium,Medium
216,Single,18,1,9147,1,1,121.0,Portuguese,19,3,5,5,115.8,1,,0,1,Female,Scholarship,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
217,Single,39,1,8014,0,1,120.0,Portuguese,19,37,8,7,100.0,1,,0,1,Female,No Scholarship,24,0,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,Middle,Middle,Low,Low
218,Single,39,1,8014,0,1,133.1,Portuguese,1,19,5,4,102.5,0,,0,1,Female,Scholarship,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout,Middle,High,Low,Low
219,Single,17,1,9085,1,1,121.0,Portuguese,19,37,1,3,131.5,0,,0,1,Female,No Scholarship,21,0,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout,High,Middle,Low,Medium
220,Single,1,1,9147,1,1,133.0,Portuguese,38,38,7,7,147.0,0,,0,1,Female,Scholarship,18,0,0,5,7,4,13.0,0,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
221,Married,1,4,9853,1,1,134.0,Portuguese,37,37,5,7,122.5,0,,0,1,Female,Scholarship,19,0,0,6,6,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
222,Single,1,3,9254,1,1,115.0,Portuguese,1,1,3,3,117.5,1,,0,1,Female,No Scholarship,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout,Middle,Middle,Medium,Medium
223,Single,51,1,9500,1,1,127.0,Portuguese,19,1,5,9,150.0,0,,0,1,Female,Scholarship,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
